"PVWatts: Hourly PV Performance Data"
"Requested Location:","istanbul"
"Location:","ISTANBUL, TURKEY"
"Lat (deg N):","40.97"
"Long (deg E):","28.82"
"Elev (m):","37"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.10"
"Initial Cost","3.30"
"Cost of Electricity Generated by System ($/kWh):","0.22"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","17","0","0","8","8.8","0","8","0","0"
"1","2","18","0","0","7","8.2","0","7","0","0"
"1","2","19","0","0","7","9.3","0","7","0","0"
"1","2","20","0","0","6","9.8","0","6","0","0"
"1","2","21","0","0","6","8.8","0","6","0","0"
"1","2","22","0","0","6.2","7.7","0","6.2","0","0"
"1","2","23","0","0","6.6","7.2","0","6.6","0","0"
"1","3","0","0","0","7","6.7","0","7","0","0"
"1","3","1","0","0","6.7","7.2","0","6.7","0","0"
"1","3","2","0","0","7","6.7","0","7","0","0"
"1","3","3","0","0","7","6.2","0","7","0","0"
"1","3","4","0","0","7.2","6.7","0","7.2","0","0"
"1","3","5","0","0","7","6.7","0","7","0","0"
"1","3","6","0","0","6","7.7","0","6","0","0"
"1","3","7","0","5","6.2","6.7","4.849","5.086","4.561","0"
"1","3","8","28","54","6","4.1","68.917","5.884","63.397","56.623"
"1","3","9","74","125","6.8","5.1","176.577","8.925","161.665","152.747"
"1","3","10","103","178","7.6","6.2","262.339","11.12","239.108","228.268"
"1","3","11","92","218","7.9","5.8","307.174","12.501","278.988","267.078"
"1","3","12","93","223","8.1","5.5","314.387","13.06","284.884","272.811"
"1","3","13","88","197","8.4","5.1","277.165","12.894","251.044","239.889"
"1","3","14","273","121","8.3","4.3","299.861","13.714","266.634","255.061"
"1","3","15","293","64","8.1","3.4","207.613","12.023","179.234","169.898"
"1","3","16","0","20","8","2.6","19.429","7.188","18.107","12.21"
"1","3","17","0","0","7","1.3","0","7","0","0"
"1","3","18","0","0","6","0","0","6","0","0"
"1","3","19","0","0","5.8","0","0","5.8","0","0"
"1","3","20","0","0","5.4","0","0","5.4","0","0"
"1","3","21","0","0","5","0","0","5","0","0"
"1","3","22","0","0","4.4","0","0","4.4","0","0"
"1","3","23","0","0","4.9","1.7","0","4.9","0","0"
"1","4","0","0","0","5.5","3.4","0","5.5","0","0"
"1","4","1","0","0","6","5.1","0","6","0","0"
"1","4","2","0","0","6.2","4.6","0","6.2","0","0"
"1","4","3","0","0","6.4","4.1","0","6.4","0","0"
"1","4","4","0","0","6.6","3.6","0","6.6","0","0"
"1","4","5","0","0","6.6","4.1","0","6.6","0","0"
"1","4","6","0","0","6.7","4.6","0","6.7","0","0"
"1","4","7","0","7","6.7","5.1","6.789","5.431","6.375","0.694"
"1","4","8","237","54","7.3","4.6","160.128","9.104","137.996","129.624"
"1","4","9","486","91","8","4.1","373.237","14.929","325.532","312.305"
"1","4","10","673","89","8.8","5.1","556.022","18.796","484.429","466.152"
"1","4","11","774","74","9","6.2","653.652","19.78","570.268","548.905"
"1","4","12","780","75","10","5.1","666.556","22.583","574.487","552.965"
"1","4","13","743","73","9.6","4.1","600.221","22.528","515.151","495.798"
"1","4","14","630","70","9","3.6","456.065","19.227","391.887","376.656"
"1","4","15","401","57","9","2.6","246.758","14.81","208.697","198.635"
"1","4","16","0","21","8.8","2.1","20.57","8.157","19.091","13.176"
"1","4","17","0","0","8","3.1","0","8","0","0"
"1","4","18","0","0","8","2.1","0","8","0","0"
"1","4","19","0","0","8.3","3.1","0","8.3","0","0"
"1","4","20","0","0","8","2.1","0","8","0","0"
"1","4","21","0","0","7.7","1","0","7.7","0","0"
"1","4","22","0","0","7.4","0","0","7.4","0","0"
"1","4","23","0","0","7.2","0","0","7.2","0","0"
"1","5","0","0","0","7","0","0","7","0","0"
"1","5","1","0","0","6.4","0","0","6.4","0","0"
"1","5","2","0","0","7","3.6","0","7","0","0"
"1","5","3","0","0","8","5.7","0","8","0","0"
"1","5","4","0","0","8","5.1","0","8","0","0"
"1","5","5","0","0","8","4.6","0","8","0","0"
"1","5","6","0","0","8","5.1","0","8","0","0"
"1","5","7","0","7","8.8","5.7","6.789","7.636","6.315","0.635"
